FALSE,Assigned,Customer,,FORMULA, Current , 1 - 30 , 31 - 60 , 61 - 90 , > 90 , TOTAL ,Account Status,Collection Status,PHASE,COMMUNICATION SCHEDULE,Note/Contact Date,Collections Team - Notes,Upcoming Payment ,Action Item / Follow-up Items,Mgt. Note Date,Local Management Notes,Days since contact,As Of Date,CPR Status,# Of Jobs In Progress,"# Of Jobs Completed, Pending Payment",CPR Notes,Company
FALSE,Sylvia,Modesto/Fresno,"McKuin Pipeline, Inc.",," McKuin Pipeline, Inc. ", $ -   , $ -   , $ -   , $ -   , $ (259.50), $ (259.50),Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Josie,SAC/ Fresno /Modesto,ARB INC. (PG&E),, ARB INC. (PG&E) , $ -   , $ -   , $ -   , $ -   , $ (499.60), $ (499.60),Active,Contacted,COLLECTION TEAM,WEEKLY,45832,3 open Invoices 2 have been approved the 3rd not showing wait till next week per Tony,,,,331,,,,,,INC
TRUE,Sylvia,A.G. / Fres. / Visa. / Mod. ,Valley Slurry Seal Co.,, Valley Slurry Seal Co. , $ -   , $ -   , $ -   , $ -   , $ (735.00), $ (735.00),Active,Contacted,COLLECTION TEAM,WEEKLY,45993,"$107,903.85 Check $34,434 to this account the rest to STS account. both accounts paid in full,  will be ready today from 2-3pm per Jenn",,10/29/24,all invoices for Visalia in current status,170,,,,,,INC
,Josie,Bakersfield ,STEELHEAD CONSTRUCTORS JV,, STEELHEAD CONSTRUCTORS JV , $ -   , $ -   , $ -   , $ -   , $ (843.02), $ (843.02),Active,Contacted,COLLECTION TEAM,WEEKLY,45832,"3/4/25 Per Peggy sent check on the2/28/25 check 15594 $35,412.80 Josie 2/28/2025 Per Jessica said payment went out for $34,412.80 Check #062850 2/18/25Per Peggy they have not been paid for Job 29 yet not sure when Per Justin said they will pay when paid per contract 1/30/25 Josie  Laura emailed asking for cpr reports for  Job 029Whitney Portal Road, for the weeks ending 12/14/24 through current",,,,331,,,,,,INC
TRUE,Sylvia,Fresno,"STOCKBRIDGE GENERAL CONTRACTING, INC.",," STOCKBRIDGE GENERAL CONTRACTING, INC. "," $ (3,055.00)", $ -   , $ -   , $ -   ," $ 1,530.00 "," $ (1,525.00)",Active,Contacted,COLLECTION TEAM,WEEKLY,46098,"email Jennifer balance report for the Dec-6 invoice, asking her for payment information, left her a message as well. (fresno account)",,,,65,,,,,,INC
,Josie, Fresno ,CALIFORNIA TURF AND LANDSCAPING,, CALIFORNIA TURF AND LANDSCAPING , $ -   , $ -   , $ -   ," $ (1,780.08)", $ (0.10)," $ (1,780.18)",Active,Contacted,COLLECTION TEAM,WEEKLY,46157,Called Mitch to get address Mitch said it will be ready at 3 asked Fresno team if they could pick up Emailed asking for payment update waiting on response ,,,,6,,,,,,INC
TRUE,Sylvia,Fresno,Crawford Construction,, Crawford Construction , $ -   , $ -   , $ -   , $ -   ," $ (1,785.00)"," $ (1,785.00)",Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
FALSE,Sylvia,Modesto,"TELCON SERVICES, LLC",," TELCON SERVICES, LLC ", $ -   , $ -   , $ -   , $ -   ," $ (2,300.00)"," $ (2,300.00)",Active,Contacted,COLLECTION TEAM,WEEKLY,46034,"following up on email thread, customer still owed 2 invoices from August, they paid $11,891.20 back on Sept-2025 but 2 invoices still outstanding, waitting for response",,,,129,,,,,,INC
FALSE,Sylvia,Fresno,"R. SUTTON ENTERPRISES, LLC",," R. SUTTON ENTERPRISES, LLC ", $ -   , $ -   , $ -   , $ -   ," $ (3,400.00)"," $ (3,400.00)",Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
FALSE,Sylvia,Fresno,Floyd Johnston Construction,, Floyd Johnston Construction , $ -   , $ -   , $ -   , $ -   ," $ (5,114.00)"," $ (5,114.00)",Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
TRUE,Sylvia,Fresno,QUIRING GENERAL,, QUIRING GENERAL , $ -   , $ -   , $ -   , $ -   ," $ (5,498.10)"," $ (5,498.10)",Active,Contacted,COLLECTION TEAM,WEEKLY,45826,"***paid $4,641.26 on 6-17-25***  --(sylvia 6-18-25) Robin reply payment out $4,641.26 just got posted. ---(sylvia 6-17-25) emailed Robin A/P open balance and May invoices.  ---following up with Robin regarding May,10,17,24 invoices, (sylvia 6-9-25)",,9/13/24,Joe finishing cerfitfied payroll ,337,,,,,,INC
,Josie,Bakersfield ,Emmett Valley Construction INC,, Emmett Valley Construction INC , $ -   , $ -   , $ -   , $ -   ," $ (15,066.06)"," $ (15,066.06)",Active,Contacted,COLLECTION TEAM,WEEKLY,45832,,,,certified,331,1/28/2025,"Completed, Pending Payment",1,1,"62581 Pending CPR, 63008 Ready for payment  ",INC
,Lui,Fresno / Visalia,Don Berry Construction,, Don Berry Construction , $ -   , $ -   , $ -   , $ -   ," $ (39,600.00)"," $ (39,600.00)",Active,Contacted,COLLECTION TEAM,WEEKLY,45986,laurie just emailed jordan that they will have a check tomorrow ,,,,177,1/28/2025,,,,1 project ongoing. Paid up to 1/27/25,INC
,Josie,Bakersfield / Fresno ,BADGER DAYLIGHTING CORP.,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46128, Kevin will work on this Lui responded regarding  45 day term said badger never got back to him I asked if we can just keep them on 45 day term being they have been paying that waiting on response from Lui  ,,,,35,,,,,,INC
,Yareli,Fresno,HP Communication,,  ,,,,,,,Active,Paid,COLLECTION TEAM,WEEKLY,46113,victoria is working on it,,,,50,,,,,,INC
,Josie,,EB LANDSCAPE CONSTRUCTION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46077,Said she mailed a check on last Friday ,,,,86,,,,,,INC
,Sylvia,Fresno,"UNDERGROUND BORING SYSTEMS, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46062,"talk to Ally, said she will pass on the message regarding January invoices, they have more than one A/P person",,,,101,,,,,,INC
,Josie,,Unified Field Services Corporation,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46072,(lui) sara responded to my email with promise to pay this week,,,,91,,,,,,INC
,Sylvia,Fresno,T&T Pavement Marking,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46062,"emailed Jessica, see if Jan-17 invoice received, waiting on a response",,,,101,,,,,,INC
,Sylvia,Fresno,Terra West Construction Inc,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46062,"Reagan mentioned invoices entered on her system, however to soon for payment, January invoices",,,,101,,,,,,INC
,Josie,,Cen-Cal Construction,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46085,Shellie responded said she will get back to me end of today Emailed Shellie regarding past due invoice waiting on response ,,,,78,,,,,,INC
,Sylvia,,City of Clovis Water Distribution,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45839,(7-1-25) reaching out to A/P see if June invopices were received.,,,,324,,,,,,INC
,Sylvia,,AJ EXCAVATION INC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,"Completed, Pending Payment",,1,62914 Waiting for payment ,INC
,Sylvia,,American Incorporated,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Lui,Bakersfield,"AMERICAN PIPELINE SERVICES, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46157,wanted to know who called her and said that she was not sure if payment info was wire or Ach ,,,,6,1/27/2025,In Progress,1,1,"62724 Waiting for CPR 
62260 Waiting for payment",INC
,Sylvia,Fresno,"ARTIFICIAL TURF & LANDSCAPING CO., INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46070,said to call her on Friday she would have a payment I was out  on Friday she emailed Victoria and made payment,,,,93,,,,,,INC
,Sylvia,Fresno,Asphalt Design,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45924,talk to jessica Sept invoices received,,,,239,,,,,,INC
,Sylvia,Fresno,B&B Construction Services,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45974,not responding to emails or calls,,,,189,,,,,,INC
,Sylvia,,"Bay Cities Paving & Grading, Inc.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45755,"Spoke with Crystal said she was missing two invoices ending in 4470 and 1564 Emailed both to to her said she will get back to me regarding payment said she did not get one of the invoices emailed again said she they are waitng for payment 

",,1/14/25,(DH) Reached out to David Jiminez re: payment for 31-60,408,,,,,,INC
,Sylvia,,"Bess Test Lab, Inc (Modesto)",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Sylvia,,"Bess Test Lab, Inc.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45764,"-talk to Grace, invoice 00164136 is waiting on a P.O. approval by her manager 4-17-25 (sg)",,,,399,,,,,,INC
,Sylvia,,Blackburn Consulting,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45785,"calling customer regarding #00164028, said still waitting on funds from customer (sg) -Cheryl respond, said their client has been slow to pay so still waiting on payment 5-8-25 (sg) -talk to Beatriz said payment out already we should see paymemnt/check Friday May-23 or Tuesday May-27 5-23-25 (sg)",,,,378,,,,,,INC
,Sylvia,,"BOND BLACKTOP, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Josie,,Bowman Asphalt / AC Materials,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46022,On Slack Gary to confirm he will be picking up check today !Emailed correct copy of check Emaiiled over the same copy of check Logan needs ,,,,141,,,,,,INC
,Josie,,"BOWMAN ASPHALT, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46156,said no payment this weel will try for next week ,,,,7,,,,,,INC
,Sylvia,,Brightview Landscape Services,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Lui,,BROWNING CONSTRUCTION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46100,looking into over 90 balance ,,,,63,,,,,,INC
,Sylvia,,BUILDINGS UNLIMITED,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45894,"$3,430.00 Ck-11160, Deborah replied to email from last week, check out alredy on today's mail",,,,269,,,,,,INC
,Sylvia,,BUILDINGS UNLIMTED,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45894,"left message for Debprah again, Hectora helping on this Account.",,,,269,,,,,,INC
,Josie,,Burtch Construction,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46149,"Said should have payment tomorrow for $13,950 did not give for what entity ",,,,14,,,,,,INC
,Sylvia,,"C3 ELECTRIC, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45784,3/3/25 Cpr job sent email to Aly said yes has not started it  yet Josie - following up on payment waiting on response back from customer  4-30-25 (sg) -waiting on Vanessa to call back or reply 5-7-25 (sg) - not getting anu communication from this customer by phone or emails (sg),,,,379,,,,,,INC
,Sylvia,,Cal Valley Construction,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46000,"$7,790.80 on 11-24-25 w/c.c. Report is no accurate, balance $464.10 only as of today",,,,163,,,,2,62705 & 62753 ONGOING. Ready for payment on what has been compelted,INC
,Josie,,"California Professional Engineering, Inc",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46125,Responded to last weeks email thanking Zin for payment ,,,,38,,,,,,INC
,Sylvia,,"Cencal Demolition, Inc",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45937,emailing Shannon see if payment this week for those 2 invoices,,,,226,,,,,,INC
,Josie,,"CENTERLINE STRIPING COMPANY, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Sylvia,,Central Valley Asphalt,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45959,"$700.00 Ck-65684 check out tomorrow, per Sarah,  ",,,,204,,,,,,INC
,Josie,,CITY OF CLOVIS,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Sylvia,,City of Fresno Water Division,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Josie,,CITY OF SANGER,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45958,said that we could pick up check for me to email the ap email and let them know who will be pick up check emailed  cc Hector and Hammer one of them will be going to pick up ,,,,205,,,,,,INC
,Sylvia,,CVIN LLC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45917,"Arsen replied said August-9 invoice was processed for payment on 9-10-25, emailing Accouning to see if they have Ck#",,,,246,,,,,,INC
,Sylvia,,"D.A. WOOD CONSTRUCTION, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46000,"$645.00 Ck-107470 payment out last week per Ali, $0 balance now.",,,,163,,,,,,INC
,Sylvia,,"D.A. Wood Construction, Inc. ",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Sylvia,,"D.A. Wood Construction, Inc. (Cash)",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45933,"$19,855.00 check on today's mail per Amanda  -calling Ally gain, see if payment is ready like promise, not available left messge, sending her an email as well",,,,230,,,,,,INC
,Sylvia,,"DAVE CHRISTIAN CONSTRUCTION, INC",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Josie,,"DURAN & VENABLES,INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45848,Spoke with Serina said that Claudia is N/A said that Payment are done on the 10th ,,,,315,,,,,,INC
,Josie,,East Niles Community Services District,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45855,Called to confirm that payment will go out on  the week of the 21st  Christine said that Joann is in a meeting but said yes after the monthley board meeting ,,,,308,,,,,,INC
,Sylvia,,Eleven Western Builders,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46006,"$395.00 Ck-398368 mailed out last week per Nohemi.   -email Nohemi, see if she has payment information on Nov-11 invoice.",,,,157,,,,,,INC
,Sylvia,,EMMETTS EXCAVATION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,9/18/24,certified,DATE NEEDED,1/28/2025,"Completed, Pending Payment",1,1,62480 ONGOING Ready for payment for the work completed. 62630 Pending CPR,INC
,Josie,,"Empire Landscaping, Inc.",,  ,,,,,,,Active,Contacted,,WEEKLY,45888,said he does not have invoices said to email it to him also this is a cpr job emailed invoice also let Aly  know is is cpr ,,,,275,,,,,,INC
,Sylvia,,F M F C D (Fresno Metropolitan Flood Cont,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45862,"$4,1855.00 Ck-125330 talk to Melissa said payment out last Friday",,,,301,,,,,,INC
,Sylvia,,"G.L. Bruno Associates, Inc.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Lui,Fresno/ ,Granite Construction,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46042,per gary. they will be sending joint checks ,,,,121,,,,,,INC
,Sylvia,Fresno,GRIZZLY CONSTRUCTION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45883,"emailed Nichole July-12 invoice, asking for payment information, waiting for reply",,,,280,,,,,,INC
,Sylvia,,"GROVER LANSCAPE SERVICES, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Sylvia,,"Holloway Construction, Inc.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45888,"calling Daeiene, see if August-2 invoice was received, left message",,,,275,,,,,,INC
,Josie,,"INNOVATIVE ENGINEERING SYSTEMS, INC. DBA",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Lui,,"Jerry's Trenching Service, Inc.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46100,requested update on payment. ,,,,63,,,,,,INC
,Josie,,JM PIPELINE CONSTRUCTION INC.,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45897,No answer emailed yesterday waiting on payment this week ,,,,266,,,,,,INC
,Josie,,Kern Asphalt,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45947,Lui said he went to Kevin and found the account he sent email to Logan that invoices Shows paid in tcr waiting for Logan to respond I Could not find any open invoices for $395.00 went to Logan twice she said that invoices is not on any of the three accounts ,,,,216,,,,,,INC
,Lui,Visalia,KERN COMMUNITY COLLEGE DISTRICT,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45855,PAID,,,,308,,,,,,INC
,Josie,,Kern Pacific Construction,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45957,Called left message regarding email from last week ,,,,206,,,,,,INC
,Sylvia,,Krazan & Associates,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45932,"$3,567.04 Ck-371070 payment out yesterday, per Mike",,,,231,,,,,,INC
,Sylvia,,Lasar Construction,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Josie,,Loop Electric,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45818,Kim said invoice is for city said it should be paid some time this week it is a May 25th Invoice,,,,345,,,,,,INC
,Sylvia,,"MCH Electric, Inc.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Josie,,"MCMURTREY LINCE, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45778,current customer,,,,385,,,,,,INC
,Sylvia,,"Michels Pacific Energy, Inc.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Sylvia,,"MID CAL PIPELINE & UTILITIES, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46038,"talk to Tammy said invoice paid and cleared bank last week, emailing Logan/Victoria to see where momey was applied.   -left message for Tammy regarding that Dec-2 invoice, see if she has payment information, email her last week as well.",,,,125,,,,,,INC
,Josie,,Miller Equipment Company,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45971,requested update on open balance. pm is disputing some charges angela is out the office will answer on wednesday,,,,192,,,,,,INC
,Josie,,NAGLE EARTHWORKS,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45950,Called left message for Beverly regarding past due  sent email ,,,,213,,,,,,INC
,Josie,,PELAGIC ENGINEERING,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45807,Called to make sure he has invoice and also to see if he has made payment yet,,,,356,,,,,,INC
,Josie,,Pipe & Plant Solutions Inc.,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Josie,,"PRO TRAFFIC SERVICES, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Josie,,Reddig Excavation,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45932,Leslie said she is working with Jordan on paying the Union ,,,,231,,,,,,INC
,Sylvia,,"RF GENERAL ENGINEERING, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Sylvia,,RNR CONSTRUCTION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Sylvia,,"ROSS F. CARROLL, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45896,"Anna replied $2,057.21 Ck-13712 out last week. -following up with Anna, regarding July-26 & July-30 invoices, waiting for reply",,,,267,,,,,,INC
,Lui,Bakersfield / Fresno,Ruben's Pipeline Inc.,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46041,requested payment update from patricia,,,,122,,,,,,INC
,Sylvia,,Sebastian Corp,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46001,"$785.00 customer paid w/C.C. on 11-20-25, $0 balance now.",,,,162,,,,,,INC
,Josie,,"Simmons Construction, Inc.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45881,Has a check ready for pick up Spoke with Lui said to call Gary to pick up check Gary said he will pick up ,,,,282,,,,,,INC
,Josie,,"SOILS ENGINEERING, INC",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46157,said no funds came in and she will be on vacation till 5/26/26 she will let me know then ,,,,6,,,,,,INC
,Sylvia,,SPC Geotechnical DBA Engineering,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Josie,,"SPIESS CONSTRUCTION COMPANY, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45987,"Spoke with Denise said to send her the invoice, and she will get with the pm ",,,,176,,,,1,,INC
,Sylvia,,SYNERGY CONSTRUCTION & DEVELOPMENT CORP,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45799,"emailed A/P March-22 invoice waiting on a response 5-8-25 (sg) -following up on payment , by email / call, reuqesting payment  (sg) -talk to Laura said Invoice needs to be VOID Traffic Control Plan was never received, Hammer confirming if invice should be voided 5-22-25 (sg)",,,,364,,,,,,INC
,Josie,,"Teichert & Sons, Inc",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Josie,,TPA Construction,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45916,"Anastasia emailed back said the whole balance  $17,473.33 check # 4858 was mailed last Friday Said that  a payment went out last friday for 50% said she will send me check info in a bit ",***lui--anastacia staed they will be paying in full in the next couple of week as soon as payment comes in <<<<certified trent talk to anastasia. ,,,247,,,,,,INC
,Sylvia,,TUTOR PERINI,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Josie,,UNDERGROUND PIPELINE SPECIALTY INC.,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45880,Called customer for payment no answer  Called again no answer ,,,,283,,,,,,INC
,Josie,,"United Pavement Maintenance, Inc.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,INC
,Sylvia,,Valley Excavation,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45820,(sylvia 6-12-25) left message for Barb confirming she received May-31 invoice,,,,343,,,,,,INC
,Sylvia,,Video Inspection Specialist Inc,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45939,"Rich working on Invoice 00164961 for $1,527.52, hope payment by next week.",,,,224,,,,,,INC
,Sylvia,,"WABO LANDSCAPE & CONSTRUCTION, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46031,"following up on email thread, asking for remaining balance of $6,995 on the April-19 invoice Trent getting involved as well. ",will pay in a week or two full payment.,,,132,,,,,,INC
,Josie,,Wallace & Smith General Contractors,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46113,made a payment,,,,50,,,,,,INC
,Sylvia,,"Westech Systems, Inc.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45854,"Marinette replied to email, Check-62053 $6,052.32 out yesterday for all June invoices",,,,309,,,,,,INC
,Sylvia,,Wild Electric,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46002,"talk to James, said invoice received",,,,161,,,,,,INC
,Josie,,"XIT, INC. DBA XIT SOLUTIONS",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45854,Jordan was asking about this account let him know that foward all info to BK Team ,,,,309,,,,,,INC
TRUE,Sylvia,Visalia / Fresno / Bakersfield,LEO TIDWELL EXCAVATING ((SVA)),, LEO TIDWELL EXCAVATING ((SVA)) ," $ 37,331.66 "," $ 88,666.95 "," $ 5,040.20 ", $ 59.80 ," $ 1,512.00 "," $ 132,610.61 ",Active,Contacted,COLLECTION TEAM,WEEKLY,46154,"Alyssa asking for invoices, done",,,,9,,,,,,TCS
